2018-02-18 23:29:51.932 -0600	Log		-12	4	on_foo	index.script
2018-02-18 23:29:51.934 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:51.967 -0600	Log		-13	4	on_foo	index.script
2018-02-18 23:29:51.968 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.001 -0600	Log		-14	4	on_foo	index.script
2018-02-18 23:29:52.002 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.034 -0600	Log		-15	4	on_foo	index.script
2018-02-18 23:29:52.036 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.101 -0600	Log		-16	4	on_foo	index.script
2018-02-18 23:29:52.103 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.151 -0600	Log		-17	4	on_foo	index.script
2018-02-18 23:29:52.153 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.201 -0600	Log		-18	4	on_foo	index.script
2018-02-18 23:29:52.202 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.243 -0600	Log		-19	4	on_foo	index.script
2018-02-18 23:29:52.244 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.251 -0600	Log		-20	4	on_foo	index.script
2018-02-18 23:29:52.252 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.280 -0600	Log		-21	4	on_foo	index.script
2018-02-18 23:29:52.281 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.311 -0600	Log		-22	4	on_foo	index.script
2018-02-18 23:29:52.312 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.317 -0600	Log		-23	4	on_foo	index.script
2018-02-18 23:29:52.318 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.349 -0600	Log		-24	4	on_foo	index.script
2018-02-18 23:29:52.350 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.382 -0600	Log		-25	4	on_foo	index.script
2018-02-18 23:29:52.383 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.410 -0600	Log		-26	4	on_foo	index.script
2018-02-18 23:29:52.412 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.416 -0600	Log		-27	4	on_foo	index.script
2018-02-18 23:29:52.417 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.445 -0600	Log		-28	4	on_foo	index.script
2018-02-18 23:29:52.446 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.451 -0600	Log		-29	4	on_foo	index.script
2018-02-18 23:29:52.452 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.478 -0600	Log		-30	4	on_foo	index.script
2018-02-18 23:29:52.479 -0600	Log		call again	8	on_foo	index.script
2018-02-18 23:29:52.925 -0600	EndTestCase		(Duration:"1.491022", Errors:"1", Exceptions:"0", StartTime:"2018-02-18 23:29:51 -0600", Successes:"0", TestCase:"index.script", Warnings:"0")
2018-02-18 23:29:52.952 -0600	FAILURE		STMaxCallDepthExceeded Handlers were called to a depth exceeding the maximum limit (40). HINT: One common cause for this error is a script that has been given the same name as a built-in command or function unintentionally calling itself. -- Execution Time 0:00:01 index.script
